atom_idx x y z attribution binding
9 6.3377 1.6797 -1.2564 0.14699999999999996 2.158492072816952
8 5.3169 1.0288 -2.043 0.050999999999999934 0.0
19 -1.2808 0.6301 0.7221 0.0030000000000000027 0.7305244716123314
29 -2.4483 1.3209 1.2565 0.0 0.0
23 -5.2042 0.1357 -0.6015 0.0 0.3628380069206878
21 -2.8563 0.4657 -1.1693 0.0 0.0
20 -1.4523 0.3273 -0.6779 0.0 0.0
24 -5.5392 1.5124 -0.7971 0.0 0.0
25 -6.7704 1.927 0.0129 0.0 0.0
13 8.9732 -0.5045 1.2578 0.0 0.0
26 -5.519 -0.7102 -1.7224 0.0 0.0
27 -6.994 -0.9275 -1.9048 0.0 0.0
28 -3.6878 0.4898 1.1993 0.0 0.0
22 -3.835 -0.0816 -0.1799 0.0 0.0
7 4.3491 0.3166 -1.1781 -0.008000000000000007 0.6626382117625926
2 2.0126 -2.7719 1.841 -0.016000000000000014 0.0400127055227469
1 0.7454 -2.2486 1.951 -0.017000000000000015 0.0
18 -0.9958 -0.5699 1.4414 -0.02200000000000002 0.0
10 7.2249 0.9627 -0.4142 -0.023492857142856982 0.0
5 2.6147 -0.9531 0.3649 -0.039000000000000035 0.20490263484422
12 8.0319 -1.1274 0.4677 -0.041000000000000036 0.0
14 9.027 0.877 1.1979 -0.041000000000000036 0.0
3 2.5428 -4.535 2.8589 -0.041000000000000036 0.0
0 -0.2082 -2.8788 2.7389 -0.04300000000000004 1.4238650070376453
17 0.3731 -1.0791 1.2838 -0.050000000000000044 0.06193091230544977
11 7.1724 -0.413 -0.3537 -0.05300000000000005 0.0
15 8.1671 1.5802 0.3769 -0.05300000000000005 0.0
6 3.5611 -0.2623 -0.4623 -0.05600000000000005 0.4292021975604309
16 1.3171 -0.4533 0.5024 -0.07999999999999996 0.0
4 2.9144 -2.1069 1.0482 -0.09099999999999997 0.0
