atom_idx x y z attribution binding
18 1.8886 -2.0164 -2.0157 0.291644391346845 2.1968164579953893
6 0.6953 -0.8092 -0.0763 0.026819130477881536 0.0
17 2.3988 -2.3997 -0.7782 0.022554536592490404 0.0
21 -2.3047 -0.902 1.443 0.01713373851102984 0.0
4 -1.4245 -0.1223 0.5204 0.008120712693926002 0.0
3 -1.7133 1.2124 0.6259 0.004099427680114287 0.8094823586927113
0 -4.6619 1.9313 -1.3222 0.0 0.3851206166212298
1 -3.3357 1.5752 -1.1135 0.0 0.0
25 -4.0389 0.7748 1.1306 0.0 0.0
24 -3.8342 -1.1454 -0.3214 0.0 0.45330831287252615
23 -3.745 -0.6896 0.9779 0.0 0.0
22 -2.1399 -0.4409 2.7314 0.0 0.20771787377146775
14 4.3532 3.7833 -1.4121 0.0 0.6871279805924577
13 5.8803 2.9735 0.4255 0.0 0.23510919810279804
12 4.0792 4.6622 0.9374 0.0 0.2197229336007967
11 4.4381 3.4195 0.089 0.0 0.0
2 -3.0116 1.5591 0.3733 0.0 0.0
26 -5.2996 1.1132 0.6461 0.0 0.14791977671946782
8 2.901 -0.1708 0.1904 -0.0020203604761835914 0.0
16 4.3084 -1.1807 -1.4855 -0.002858118754791361 1.2397351973156963
10 3.327 2.1456 0.4346 -0.0029116778349725925 0.8146678776087004
19 1.2768 -2.1625 0.2418 -0.004119022668719774 0.0
15 3.5151 -1.4388 -0.3762 -0.008111544406510962 0.0
20 0.3598 -3.1847 0.0856 -0.009867809022508944 0.7543010087955598
9 3.8338 0.958 -0.0875 -0.014883241608253717 0.0
7 1.6677 0.1031 -0.4017 -0.01665695391443045 1.981332026635969
5 -0.0935 -0.3004 0.9424 -0.01884230993635616 0.9860126480971282
