atom_idx x y z attribution binding
15 1.7175 -1.0174 -1.2526 0.5031685299774715 2.134739192878889
14 0.9314 -1.0693 -0.0792 0.04594468756208003 0.0
19 4.4654 -1.8078 -0.8707 0.04304855145919617 1.1958283305779018
16 3.2981 -0.7119 -0.7344 0.003963316440412812 0.0
20 5.8186 -1.3912 0.1228 0.0004802059696950023 0.0
12 -1.2963 -0.3192 -0.8998 0.00042929523689017035 1.0466686783341714
26 6.4849 1.2846 -1.201 0.0 0.19969781495162445
25 5.5152 2.6877 0.6561 0.0 0.08667041132917186
24 6.2878 1.3822 0.3324 0.0 0.0
23 5.4159 0.032 0.9311 0.0 0.24492448993079718
22 7.0346 -1.1159 -0.7196 0.0 0.2727761551977362
21 6.1242 -2.5075 1.0695 0.0 0.26060051064955947
0 -0.3484 -0.7693 2.0809 0.0 0.3468736898142233
11 -2.9275 1.6249 -1.7034 0.0 0.30787261073265393
10 -3.8654 1.0226 -1.1854 0.0 0.0
9 -5.1287 1.4554 -1.2893 0.0 0.0
8 -7.3857 1.2615 -0.8966 0.0 0.021866407546421388
7 -6.1795 0.8404 -0.7751 0.0 0.0
5 -4.6796 -0.7851 0.0416 0.0 0.0
4 -3.66 -0.1252 -0.4876 0.0 0.0
3 -2.3457 -0.4834 -0.0423 0.0 0.0
2 -2.0051 0.5722 1.0904 0.0 0.0
27 7.6869 1.4498 0.9994 0.0 0.047312142523730776
6 -5.9977 -0.3373 -0.0673 -1.1102230246251565e-16 0.0
17 3.2215 -0.2832 0.7603 -0.0023151518818079753 0.6063272173103663
18 3.6155 0.6604 -1.4334 -0.0023151518818079753 0.9152206079732266
13 -0.2073 -0.1631 -0.1593 -0.023551158730035993 0.0
1 -0.5451 0.331 1.2355 -0.035563641296250115 0.0
