atom_idx x y z attribution binding
14 5.6853 -0.8312 -0.025 0.14563214285714277 0.0
16 1.1906 -0.0552 1.48 0.1175078282828283 0.0
4 -2.6152 -0.3984 -0.3382 0.1162333333333333 0.0
2 -2.4883 0.7237 -1.377 0.11183333333333334 0.0
1 -0.9571 0.7904 -1.4794 0.06941666666666663 0.0
6 -1.5739 -0.149 0.6039 0.06576818181818178 0.4822083529333659
8 -0.5965 0.7167 -0.0031 0.06109999999999993 0.0
11 3.0412 -0.0667 -0.5224 0.056414285714285695 0.0
7 -2.0903 0.5176 1.8088 0.052119444444444385 0.0
15 2.4826 -0.4377 1.7631 0.04241428571428568 0.0
12 3.4375 -0.4472 0.746 0.041759523809523746 0.0
10 1.7288 0.3163 -0.7851 0.037916666666666654 0.0
9 0.7887 0.3241 0.2234 0.00787619047619037 0.5861790606941072
5 -3.9825 -0.5001 0.2294 0.0034500000000000086 0.0
3 -3.0616 0.2797 -2.5451 0.0020000000000000018 0.5327075677623199
13 4.7443 -0.8343 1.0333 -0.04536785714285724 2.4035861299435703
0 -0.586 -0.3841 -2.1537 -0.05371666666666669 0.4097413988838204
