atom_idx x y z attribution binding
9 -0.8444 -0.4438 -0.9159 0.037733333333333396 0.0
2 4.794 0.976 1.3612 0.01804761904761909 0.0
1 5.5523 0.3882 0.3885 0.015464285714285764 0.0
4 3.4185 0.8853 1.3412 0.015464285714285764 0.0
0 4.942 -0.2958 -0.6128 0.008242857142857163 0.0
8 0.5575 -0.3218 -0.8116 0.0015380952380952828 0.30660639826955366
7 0.6627 0.3973 1.374 0.0 0.0010498388966872615
20 3.5577 -0.3882 -0.6344 0.0 0.0
6 1.2987 0.0931 0.3179 0.0 0.0
14 -4.0782 0.2082 0.7998 -0.0012630952380951466 0.0
10 -1.3434 -1.015 -2.0918 -0.005830952380952326 0.0
5 2.7727 0.1887 0.3233 -0.0117571428571428 0.06009540663231494
17 -4.9125 1.0204 2.6234 -0.02537023809523803 1.1287725903114212
13 -3.1559 -0.233 -0.237 -0.02577976190476189 0.001616877510361419
18 -3.7905 0.7725 1.9814 -0.033623809523809445 1.169617103469682
3 5.4254 1.6476 2.3418 -0.11645238095238092 3.0313103950180094e-05
16 -5.9102 0.621 1.8652 -0.12207380952380947 1.886171139113424
15 -5.4187 0.1256 0.7546 -0.13743571428571405 0.04185330985516095
11 -2.6663 -1.1991 -2.3566 -0.20312857142857138 0.0
19 -1.7803 -0.0587 0.0012 -0.34895238095238107 0.0
12 -3.5781 -0.7986 -1.4082 -0.36753571428571435 0.0
