atom_idx x y z attribution binding
22 2.3567 -1.8896 1.0329 0.4229039737539482 3.0349904560039005
21 1.566 -1.4739 -0.0132 0.05594919559695177 0.0
1 0.0969 -1.6369 0.327 0.039999999999999925 0.0
3 -1.4913 0.0849 1.0028 0.028000000000000025 0.0
2 -0.1424 -0.4175 1.1778 0.025000000000000022 0.0
11 -1.7348 0.3215 -1.4308 0.02300000000000002 0.14460027001398212
14 1.6448 0.0454 -0.0906 0.02200000000000002 0.0
8 -5.599 1.6824 -0.6435 0.020000000000000018 0.28385336872860845
9 -3.8459 1.1341 -2.1387 0.013000000000000012 0.024320581250525546
6 -3.4063 0.8364 0.1237 0.01200000000000001 0.0
0 -0.1634 -2.8209 0.9972 0.01100000000000001 2.0665529211545115
12 -2.1257 0.3863 -0.1518 0.010000000000000009 0.0
7 -4.2812 1.2158 -0.8706 0.007000000000000006 0.0
15 3.0469 0.5433 0.1581 0.0030000000000000027 0.0
10 -2.5818 0.6894 -2.4051 0.0 0.0
16 3.8456 0.0424 -0.8726 0.0 1.1999174519247822
17 5.4674 0.5899 -0.6274 0.0 0.0
18 6.4179 -0.151 -1.595 0.0 0.7670550657225172
19 5.5461 2.1101 -0.8988 0.0 0.37980469419045304
20 5.896 0.3093 0.8304 0.0 1.4385350034898705
5 -3.5267 0.7997 1.4512 -0.01100000000000001 0.07184898356082145
4 -2.3783 0.3489 1.9801 -0.028231404938255378 0.0
13 0.8213 0.5105 0.8952 -0.0665 0.8276634408281581
