atom_idx x y z attribution binding
1 2.2653 0.1195 -0.2564 0.007692857142857112 0.0
0 1.9328 -0.2428 -1.5644 0.0011027777777777859 2.347117187334011
17 5.8084 0.8397 1.1844 0.0 0.0
8 -4.7715 1.242 0.908 0.0 0.0
13 2.2354 1.5765 -0.0362 -0.00033333333333335213 0.0
16 4.2858 0.8697 0.5599 -0.002633333333333321 0.0
14 1.3061 2.3498 -0.3622 -0.004833333333333356 0.1846087786249239
7 -4.0662 0.3315 0.073 -0.012809523809523826 0.13139310583476257
5 -2.0064 0.7481 1.2638 -0.022540476190476166 0.0
2 1.4225 -0.6303 0.7542 -0.030442857142857105 0.10111313502715194
11 -0.0463 -1.9133 -1.2198 -0.03343095238095245 0.013906492950400407
6 -2.7161 0.1158 0.2761 -0.034466666666666645 0.0
4 -0.6512 0.4912 1.418 -0.035597619047619045 0.0
15 3.4285 1.9768 0.6079 -0.043833333333333335 0.39421070861935015
18 3.6589 -0.2193 -0.1003 -0.043833333333333335 1.2481736475380085
3 -0.0065 -0.3878 0.5956 -0.04921428571428582 0.14440407232297783
10 -0.7157 -1.0265 -0.399 -0.057930952380952416 0.0
12 -0.5448 -2.6556 -2.2729 -0.07443095238095243 0.0
9 -2.0797 -0.7802 -0.5684 -0.12134761904761915 0.0
