atom_idx x y z attribution binding
14 1.9667 2.3347 1.8397 0.11738758059872245 0.0
13 2.3129 1.069 1.084 0.07290820231467998 0.0
34 -1.4865 -0.0705 1.2925 0.06399999999999995 0.0
10 -0.7225 0.3065 0.0423 0.04699999999999993 0.0
36 -2.9735 -0.2847 0.9462 0.04599999999999993 0.0
6 -3.3235 0.8438 -0.0034 0.041999999999999926 0.0
35 -1.3444 0.8365 2.3179 0.03599999999999992 1.593902555835888
37 -3.0273 -1.5315 0.3468 0.02299999999999991 0.41563603218688994
15 2.6921 2.442 3.0219 0.019999999999999907 1.8304094896483523
25 9.9422 0.7802 -0.5421 0.0 0.02822433156494389
26 8.1868 0.8636 1.0246 0.0 0.0
27 7.4436 1.8039 0.2824 0.0 0.1575528319101646
28 7.1807 -0.019 1.7342 0.0 0.0
29 6.4957 0.7393 2.6397 0.0 0.6822982733632832
31 3.2273 -1.4293 -1.4956 0.0 0.4434593157036104
0 -7.8193 -0.9029 -3.2926 0.0 0.00420182997421311
23 8.0468 -0.4805 -0.8911 0.0 0.0
38 -6.6834 0.5325 1.1094 0.0 0.0
39 -5.9642 0.936 2.2315 0.0 0.10816020357549277
40 -7.6105 -0.6038 1.4535 0.0 0.0
41 -8.8858 -0.1383 1.7907 0.0 0.01208926449285056
42 -7.6811 -1.6635 0.3834 0.0 0.0
24 8.9688 0.006 0.0669 0.0 0.0
22 5.6315 -3.1416 -0.6941 0.0 0.2518192027806914
1 -8.2854 -1.5528 -2.1611 0.0 0.0
21 6.4561 -2.1641 -1.2817 0.0 0.0
2 -7.4362 -1.1345 -0.9894 0.0 0.0
3 -6.4371 -0.2843 -1.1224 0.0 0.0
4 -5.6391 0.0869 0.0728 0.0 0.0
5 -4.6945 1.1176 -0.1712 0.0 0.11635201443046231
7 -2.5191 0.6261 -1.2548 0.0 0.0
8 -3.3092 0.0715 -2.4004 0.0 0.0
43 -8.9322 -2.2777 0.3694 0.0 0.007688194130436444
18 5.5132 0.1595 0.023 0.0 0.0
19 6.2857 -0.7307 0.7161 0.0 0.0
20 7.2386 -1.4163 -0.2417 0.0 0.0
33 2.6408 1.955 -1.9848 -0.0010000000000000009 0.25052793127676104
30 3.5237 -0.0733 -1.2087 -0.0020000000000000018 0.0
11 0.5825 -0.1134 0.0417 -0.0050000000000000044 0.0
16 3.6705 1.1294 0.7965 -0.008152831136446603 0.0
32 2.2766 0.7418 -1.4034 -0.013000000000000012 0.0
9 -1.4516 -0.2518 -1.034 -0.013000000000000012 0.0
17 4.1375 -0.0159 0.1359 -0.013000000000000012 0.0
12 1.4745 0.9369 -0.1559 -0.028052346570397124 0.0
