atom_idx x y z attribution binding
9 -6.0387 2.8038 -0.253 0.5562348698957669 1.760373632668105
7 -5.2283 2.7429 -1.3227 0.20882248168963113 0.0
10 -5.8614 2.0636 0.8546 0.17792978659769676 0.0
11 -4.8216 1.2125 0.9088 0.08597710994967078 1.506997595125748
12 -3.9523 1.0726 -0.1007 0.04904588744588734 0.0
6 -4.1638 1.8525 -1.2319 0.03804588744588733 0.0
5 -3.196 1.5572 -2.0983 0.0320505226480835 0.2658345878386988
8 -5.4066 3.5184 -2.4936 0.02209641009397101 0.3201559062010073
3 -2.8508 0.3146 -0.3082 0.010999999999999899 0.0
25 8.069 2.4167 -1.1109 0.0 0.0
22 6.8309 0.1335 -0.1978 0.0 0.0
23 6.2376 1.3848 -0.1826 0.0 0.0
24 6.9195 2.5303 -0.6653 0.0 0.0
0 -3.9569 -2.001 1.6948 0.0 0.6357670327179776
26 6.2807 3.7388 -0.6239 0.0 0.0
20 4.8549 -0.8431 0.7789 0.0 0.0
27 4.9508 1.4666 0.3243 0.0 0.0
28 -1.872 -2.9047 0.8717 0.0 0.0
21 6.1359 -0.9557 0.2799 0.0 0.0
15 0.5851 -2.6813 0.3787 0.0 0.0
19 4.2388 0.3929 0.8062 0.0 0.0
18 2.8602 0.531 1.3397 0.0 0.0
17 1.6204 0.3169 0.0345 0.0 0.0
16 1.7293 -1.7 -0.6308 0.0 0.0
1 -3.0513 -1.9425 0.6563 0.0 0.0
14 -0.8157 -2.2221 0.0658 0.0 0.0
13 -0.9843 -0.8954 0.3525 0.0 0.4278036258387133
4 -2.4112 0.6277 -1.5273 0.0 0.0
2 -2.2995 -0.6248 0.6223 0.0 0.0
29 -1.6178 -2.9246 2.2237 0.0 0.7845787729700882
