atom_idx x y z attribution binding
11 -3.8887 0.0125 0.3061 0.19400000000000006 3.292073125456321
12 -5.2142 -0.0008 -0.2219 0.11600000000000005 0.0
10 -3.3674 1.3593 0.3805 0.061000000000000054 0.0
13 -2.9921 -0.7201 -0.601 0.061000000000000054 0.0
9 -1.9953 1.343 1.0448 0.05500000000000005 0.0
14 -1.8847 -1.2713 0.2211 0.028000000000000025 0.0
6 0.1613 -0.8783 1.234 -0.0030000000000000027 0.0
7 -0.6506 -0.5011 0.127 -0.0129999999999999 1.3548623972491363
8 -0.9085 0.9232 0.1005 -0.014999999999999902 0.0
4 2.428 -1.0045 2.113 -0.025999999999999912 0.0
5 1.5966 -0.6535 1.0613 -0.0432499999999999 0.08013977724391229
3 3.7942 -0.8367 2.0592 -0.050999999999999934 0.0
16 3.5541 0.0578 -0.1425 -0.05224999999999991 0.1585094931593365
2 4.3413 -0.2981 0.9095 -0.05399999999999994 0.0
15 2.1966 -0.1246 -0.0515 -0.06899999999999995 0.0
17 4.0945 0.5952 -1.291 -0.07099999999999995 0.0
18 5.4609 0.7653 -1.3502 -0.07499999999999996 0.0
0 6.2288 0.3958 -0.2707 -0.08199999999999996 0.0
1 5.6774 -0.1264 0.8386 -0.10399999999999998 0.0
