atom_idx x y z attribution binding
19 -4.4834 -2.7186 -0.72 0.04455966989824785 1.6118984801670446
15 -1.5787 -0.9821 0.8899 0.03015016931226963 0.0
18 -4.0666 -2.0326 1.5723 0.022696093645871204 0.7446172773756639
26 -7.5824 0.598 1.3447 1.3877787807814457e-17 0.059668105230796936
14 -0.1157 -0.8096 0.5689 0.0 0.0
29 0.4668 -2.0669 -0.0657 0.0 0.0
28 -5.7345 2.1193 0.5485 0.0 0.06202697887176002
27 -8.1409 2.7427 0.1477 0.0 0.01675602323266878
25 -7.1406 1.5659 0.2245 0.0 0.0
24 -7.1271 0.7299 -1.2871 0.0 0.10748647386832474
23 -4.9011 0.4647 -2.5635 0.0 0.29972175099005094
22 -6.1189 -1.5699 -1.867 0.0 0.5763349786858076
1 1.7441 -1.485 -0.6816 0.0 0.0
0 2.7137 -1.5126 0.319 0.0 0.31585083010736764
13 0.0739 0.1223 -0.4213 0.0 0.4206000435349619
8 6.2077 3.1104 0.8635 0.0 0.0
2 1.3355 -0.0756 -0.9581 0.0 0.0
3 2.2791 0.8247 -0.3278 0.0 0.0
4 2.064 1.7499 0.6358 0.0 0.0
5 3.2304 2.3652 0.9275 0.0 0.02688287070259695
6 4.2109 1.8445 0.1559 0.0 0.0
7 5.5568 2.1268 0.0735 0.0 0.0
9 6.2846 1.4053 -0.8273 0.0 0.011859270085592361
12 3.5952 0.8837 -0.621 0.0 0.0
11 4.3908 0.2072 -1.4958 0.0 0.07103210945084021
10 5.7039 0.4672 -1.5913 -1.3877787807814457e-17 0.0
30 0.8206 -2.9563 0.9185 -1.3877787807814457e-17 1.0291403479390326
17 -3.9323 -1.6008 0.1254 -0.007470294588695026 0.0
21 -5.7342 -0.1826 -1.4528 -0.04956682230404075 0.0
20 -4.8042 -0.1678 -0.0491 -0.08835406809999433 0.39231095279641515
16 -2.3074 -1.406 -0.2192 -0.08835406809999433 1.2376091243552676
