atom_idx x y z attribution binding
10 2.4777 -1.9092 -1.829 0.1120000000000001 1.7037845730736163
9 2.1752 -0.986 -0.9929 0.07400000000000007 0.0
13 -1.5924 -1.3755 -1.1921 0.03500000000000003 0.06738591906909584
8 3.2267 -0.2406 -0.369 0.03300000000000003 0.1851684604348254
0 4.0633 2.4164 1.9701 0.031000000000000028 2.0589955965317692
7 4.535 -0.5877 -0.7304 0.031000000000000028 0.0
14 -2.1097 -0.4772 -0.3698 0.028000000000000025 0.09754242040343575
23 1.8103 1.1439 0.9229 0.025000000000000022 2.8019589800406846
1 4.2085 1.4022 1.0589 0.014000000000000012 0.0
12 -0.1893 -1.6395 -1.4831 0.008000000000000007 0.0
22 3.0757 0.7754 0.544 0.007000000000000006 0.0
11 0.7753 -0.837 -0.8047 0.0030000000000000027 0.013976595540008024
2 5.4786 1.0368 0.6826 0.0010000000000000009 0.0
15 -3.5992 -0.3525 -0.1998 0.0 0.0
16 -4.1048 0.7362 -0.871 0.0 0.35618477159279116
17 -5.4037 0.8277 -0.4169 0.0 0.0
18 -5.3193 0.6069 1.075 0.0 0.0
19 -5.3537 1.8156 1.732 0.0 0.1716559271595452
20 -3.9818 -0.0986 1.2318 0.0 0.0
21 -4.2232 -1.2761 1.9391 0.0 0.5273730095360373
4 6.9519 -0.3961 -0.6547 -0.0030000000000000027 0.0
3 5.6552 0.014 -0.2374 -0.0030000000000000027 0.0
6 8.0547 0.2313 -0.1381 -0.005999999999999894 0.0
5 7.1126 -1.3109 -1.4777 -0.007999999999999896 0.0
