atom_idx x y z attribution binding
0 8.3197 0.0652 3.761 0.1955523465703971 2.4839073851354723
42 7.5976 1.0613 1.0236 0.06205234657039704 0.0
3 6.5456 -1.0821 1.1393 0.040014494457720984 0.0
40 7.5941 0.9082 -0.4825 0.039962147887323884 0.0
43 6.6071 1.8961 1.4912 0.03855234657039708 0.7276047118529245
4 5.6249 -0.5506 0.0915 0.037962147887323994 0.0
38 6.5437 -0.0 -1.0109 0.03596214788732399 0.0
2 7.5147 -0.3067 1.6044 0.03305234657039713 0.0
41 7.4069 2.1814 -1.0142 0.01205234657039711 0.2621534153908241
1 8.4525 -0.7895 2.6434 0.007820998073079899 0.0
39 7.195 -1.0888 -1.6288 0.006052346570397105 0.5561956073404566
6 3.3724 -1.4189 -0.1567 0.006000000000000005 0.0
31 -2.5563 -1.1125 1.1055 0.0 0.00917410117616492
27 -8.5642 1.3142 2.1342 0.0 4.886784378629465e-05
28 -6.6363 0.0356 1.8203 0.0 0.0
29 -6.0811 -1.1525 2.2912 0.0 0.0005937003966824413
30 -3.1739 0.1412 1.0174 0.0 0.0
24 -8.7179 -0.7611 0.924 0.0 0.0
32 -2.0689 1.1544 0.8361 0.0 0.0
33 -2.5807 2.382 0.3844 0.0 0.0034897762994589784
26 -8.1203 -0.0081 2.1165 0.0 0.0
35 1.0465 0.2041 2.123 0.0 0.12532573693015817
36 2.9844 -0.3469 0.8339 0.0 0.0
37 2.889 0.9117 0.2573 0.0 0.1922075111130147
34 1.5253 -0.6892 1.1991 0.0 0.0
22 -6.1794 1.2429 -2.3582 0.0 0.00014001225134244045
25 -10.0462 -1.0287 1.2875 0.0 1.698068988538457e-05
23 -8.7274 0.1044 -0.1256 0.0 0.0
7 2.4867 -1.3944 -1.3838 0.0 0.0
8 2.8016 -0.3101 -2.3499 0.0 0.0
9 1.1572 -1.4849 -1.0162 0.0 0.0
10 0.7701 -0.5056 -0.1062 0.0 0.0
11 -0.5986 -0.549 0.0835 0.0 0.0
12 -1.1978 0.6126 -0.3098 0.0 0.0
13 -2.1349 0.2927 -1.4872 0.0 0.0
14 -1.5802 0.8129 -2.797 0.0 0.0
15 -0.3017 0.3308 -3.0446 0.0 0.00841269141191186
16 -3.401 0.7689 -1.2368 0.0 0.0
17 -4.0882 0.2283 -0.2059 0.0 0.0
18 -5.2057 0.9117 0.2267 0.0 0.0
19 -6.3691 0.2119 0.3235 0.0 0.0
20 -7.5359 0.756 -0.4019 0.0 0.0
21 -7.3283 0.6226 -1.8919 0.0 0.0
5 4.7498 -1.5627 -0.3989 -0.0004476534296029566 0.635049374721227
