atom_idx x y z attribution binding
13 0.2253 1.1138 -1.7388 0.08599999999999997 4.694546186673577
16 -2.2917 1.1313 -0.5834 0.05599999999999994 0.0
14 -0.8984 1.365 -2.4563 0.050000000000000044 0.0
23 -1.0924 0.8859 0.1328 0.04700000000000004 0.0
17 -3.4335 1.0769 0.0827 0.04500000000000004 2.4294617186496605
11 1.3781 0.7493 0.4002 0.03400000000000003 0.0
12 0.1131 0.8742 -0.4025 0.030000000000000027 0.0
15 -2.1652 1.385 -1.9458 0.030000000000000027 0.0
24 -1.3565 0.5226 1.562 0.02200000000000002 0.0
0 1.3521 -2.1355 0.3785 0.009000000000000008 1.8410161075243667
9 5.9846 -0.4583 -0.3419 0.0040000000000000036 0.0
3 4.6578 -1.7779 0.7792 0.0040000000000000036 1.4110011531091646
20 -6.9334 0.4943 1.0 0.0020000000000000018 0.0
18 -4.7688 1.1629 -0.0952 0.0 0.0
21 -7.0189 -0.783 0.5774 0.0 0.2316297906918041
22 -6.4317 -1.3616 -0.4383 0.0 0.0
8 7.2261 0.0279 -0.7822 -0.0030000000000000027 0.0
19 -5.4938 0.9201 1.2285 -0.006000000000000005 0.0
4 5.9648 -1.517 0.5032 -0.007000000000000006 0.0
1 2.1799 -0.7377 0.0422 -0.008000000000000007 0.0
2 3.8668 -0.8731 0.0945 -0.008000000000000007 0.0
10 4.74 -0.0814 -0.5767 -0.016000000000000014 0.0
7 8.3924 -0.5525 -0.3677 -0.020000000000000018 0.0
6 8.3692 -1.6565 0.5171 -0.026000000000000023 0.0
5 7.1282 -2.1189 0.9338 -0.031000000000000028 0.0
