atom_idx x y z attribution binding
1 -6.5533 -0.3757 -3.1162 0.13848316745440958 0.0
0 -6.3534 0.9867 -3.3407 0.08999999999999997 2.340701561401857
35 -2.7285 1.9387 0.5579 0.03699999999999992 0.0
9 -1.3953 0.0449 0.9341 0.03399999999999992 0.0
36 -1.9778 3.2088 0.8718 0.028999999999999915 0.0
6 -3.8319 -0.0333 1.4116 0.01979999999999993 0.0
37 -1.4067 3.6508 -0.3181 0.015000000000000013 0.9545094740332282
38 -3.5276 1.4227 1.6926 0.013000000000000012 0.0
39 -2.7562 1.4629 2.8545 0.01200000000000001 0.8097945887715113
10 -0.5114 0.6551 1.7742 0.009000000000000008 0.0
45 -8.5868 -2.3114 -2.1228 0.0050000000000000044 0.5984780863667468
5 -4.1566 -0.2887 0.1203 0.0050000000000000044 0.0
34 -1.9114 0.9813 0.0673 0.0040000000000000036 0.0
7 -2.4686 -0.7268 1.6628 0.0020000000000000018 0.0
11 0.8017 0.2682 1.672 0.0 0.0
25 9.6975 -2.2113 -1.9785 0.0 0.0
33 0.7617 -1.2488 3.5408 0.0 0.054002688102303555
32 1.42 -0.1718 2.9897 0.0 0.0
31 5.0212 -0.7978 3.4844 0.0 0.003433827550617285
30 3.7964 -0.1828 3.7778 0.0 0.0
29 2.8394 -0.584 2.6762 0.0 0.0
12 1.5951 1.5239 1.2707 0.0 0.0
27 4.8781 1.9281 -0.24 0.0 0.0
26 8.9739 -1.3261 -1.2888 0.0 0.0
28 3.2951 -0.1684 1.4513 0.0 0.0
24 9.7478 -2.0645 -3.3384 0.0 0.0
18 5.0507 2.1536 -1.5838 0.0 0.0
13 1.1993 2.0355 0.0552 0.0 0.1827421489918334
15 3.6076 1.5303 -0.0384 0.0 0.0
16 2.9966 1.5044 -1.2111 0.0 0.0
17 3.856 1.8772 -2.1429 0.0 0.0
14 3.0782 1.2047 1.2704 0.0 0.0
19 6.3036 2.6013 -2.2129 0.0 0.0
20 7.122 1.5282 -2.5786 0.0 0.0
21 7.4688 0.7667 -1.4537 0.0 0.0
22 8.3393 -0.3422 -1.9974 0.0 0.0
23 8.778 -0.6889 -3.609 0.0 0.0
42 -6.3084 -2.8226 -1.5395 -0.0022000000000000908 0.0
43 -6.6898 -4.0661 -1.0095 -0.0050000000000000044 0.30646048453138747
8 -2.5794 -1.9863 1.0953 -0.008000000000000007 0.4613264838632517
4 -5.3469 -0.955 -0.1229 -0.011200000000000099 0.0
40 -5.1623 -2.2807 -0.7738 -0.0122000000000001 0.0
41 -4.05 -2.2808 -1.6124 -0.015200000000000102 0.7615871945976274
2 -7.0309 -0.5256 -1.6947 -0.020000000000000018 0.0
44 -7.4996 -1.9065 -1.3514 -0.02850000000000008 0.0
3 -6.1707 -0.0673 -0.7554 -0.03145000000000009 0.0
