atom_idx x y z attribution binding
16 4.6327 -1.3548 1.9633 0.03330316903121052 0.0
14 3.0195 -0.6284 0.1418 0.007775672917527954 0.0
15 3.2391 -0.4412 1.5052 0.005610898779562584 0.5508058021224904
0 -0.9828 -0.2636 -2.2874 0.0 0.07772932867544388
10 -1.855 -1.0637 0.655 0.0 0.0
20 1.3355 -0.0988 -1.6464 0.0 0.0
13 1.7977 0.1839 -0.2155 0.0 0.0
12 0.667 -0.2141 0.4973 0.0 0.34278269288818936
1 -0.0616 0.4848 -1.5911 0.0 0.0
11 -0.902 -1.9166 0.6695 0.0 0.5736276772834247
9 -3.099 -1.4137 1.0253 0.0 0.03399569589955036
8 -5.2823 -0.8369 1.3583 0.0 0.050509382167901525
7 -4.1134 -0.5244 1.0147 0.0 0.0
6 -3.8711 0.7854 0.6123 0.0 0.0
5 -2.339 2.5462 -0.1972 0.0 0.0
4 -2.5993 1.1596 0.2295 0.0 0.0
3 -1.6471 0.2072 0.2706 0.0 0.046979578003917014
2 -0.319 0.5855 -0.126 0.0 0.0
21 1.3528 -1.4361 -1.9521 0.0 0.2278994133660674
18 4.4269 -2.8386 1.5846 -0.09337847432971813 1.2771134528523622
19 5.8738 -0.7989 1.2286 -0.09337847432971813 0.2932837151995863
17 4.8472 -1.2372 3.4896 -0.2895128241678703 0.809628214877091
