atom_idx x y z attribution binding
13 0.9885 -1.7002 0.7632 0.3968782623004775 1.7589440109401129
12 0.0649 -1.2256 -0.1459 0.18992139121424162 0.0
5 0.4655 0.0706 -0.7995 0.05242108982620686 0.0
14 -1.2406 -0.8184 0.5322 0.05242108982620686 0.0
6 1.7836 0.4976 -0.2283 0.042862613316055787 0.0
15 -2.109 -1.8863 0.6389 0.016130361844502117 1.1910573018036386
4 -0.5586 0.9869 -0.5805 0.009395678274679131 0.37230091872158766
0 -2.7088 1.9002 0.8468 0.0 0.33857006242021903
1 -2.9336 0.9266 -0.1057 0.0 0.0
3 -1.8663 -0.4763 -1.714 0.0 0.5001190493057507
7 2.7811 0.1008 -1.0855 0.0 0.22536992347849127
8 4.2988 0.8063 -0.709 0.0 0.0
9 5.3665 -0.3008 -0.7434 0.0 0.0785602411159931
10 4.6443 1.861 -1.7743 0.0 0.4237332209736192
11 4.3217 1.4797 0.6711 0.0 0.23854404200577117
2 -1.6954 0.2014 -0.5073 -0.058078868214718526 0.0
