atom_idx x y z attribution binding
11 -1.9084 -0.984 -2.3607 0.5709168078269246 1.9641949731023927
10 -2.4379 -0.5593 -1.3023 0.4831001937457806 0.0
4 -1.6706 -0.1012 -0.286 0.2211167428616777 0.0
9 -3.7816 -0.5891 -1.247 0.20303080498659964 0.7912062274374779
5 -2.2672 0.336 0.8087 0.019000000000000017 0.0
14 2.8831 0.5546 0.2957 0.018035623409669244 0.0
7 -4.4297 -0.1543 -0.1534 0.013000000000000012 0.0
3 -0.241 -0.132 -0.493 0.008035623409669235 0.0
13 1.6431 -0.1901 0.7116 0.0 0.0
12 0.4831 0.5013 0.477 0.0 0.8522413441512021
0 2.4261 -1.4106 -1.1593 0.0 1.9827606682517782
1 1.6029 -1.4836 -0.0231 0.0 0.0
8 -5.8461 -0.1855 -0.0947 0.0 0.0
6 -3.644 0.3138 0.8848 0.0 0.0
2 0.1847 -1.5909 -0.4898 0.0 0.0
16 4.4885 2.4508 0.3507 -0.0020000000000000018 0.0
15 3.0255 1.765 0.9642 -0.006000000000000005 1.3643652006368112
18 5.645 1.4425 0.54 -0.023917265479219685 2.402546640873114
17 4.8143 3.7585 1.1079 -0.025917265479219687 0.9045420167506862
19 4.3184 2.7607 -1.1546 -0.025917265479219687 0.8259895835646403
