atom_idx x y z attribution binding
2 -0.0181 0.8943 -0.6779 0.19720000000000004 1.5835177778273788
4 -1.7125 -0.6603 0.1629 0.135 0.0
12 -2.4061 1.2848 -0.995 0.1050000000000001 0.0
5 -3.0175 -1.0281 0.3293 0.10200000000000009 0.0
7 -5.6866 -0.688 0.0334 0.08900000000000008 0.0
6 -4.0085 -0.2428 -0.1643 0.08400000000000007 0.0
3 -1.3743 0.5091 -0.5055 0.07100000000000006 0.0
1 1.0885 0.1234 -0.1519 0.05400000000000005 0.0
11 -3.7249 0.9144 -0.8277 0.039000000000000035 0.0
19 7.7669 1.2769 -1.0395 0.026000000000000023 0.0
18 6.0254 0.2958 -0.3595 0.017000000000000015 0.0
10 -6.3366 -0.039 1.4919 0.006000000000000005 0.23659051057124958
20 4.7641 0.7653 -0.6483 0.0030000000000000027 0.0
15 3.7072 -0.9916 0.5333 0.0020000000000000018 0.0
16 4.9728 -1.4972 0.846 0.0020000000000000018 0.0
17 6.1075 -0.8538 0.4002 0.0 0.0
9 -6.4624 -0.1397 -1.1382 -0.0040000000000000036 0.5511389989753976
8 -5.7829 -2.1702 0.1043 -0.0040000000000000036 1.1403264854641861
13 2.3242 0.7111 -0.5695 -0.008000000000000007 1.323650873818357
0 0.9344 0.0447 1.6519 -0.020999999999999908 1.5011333527610164
14 3.6046 0.1553 -0.2242 -0.06699999999999995 0.0
