atom_idx x y z attribution binding
12 2.4737 0.2686 0.1318 0.20500000000000007 2.2479072582023925
11 1.1278 -0.2101 0.0565 0.134 0.0
13 3.5486 -0.6176 0.4046 0.131 0.0
9 -1.1189 0.1343 0.9705 0.05700000000000005 1.4418298686575601
10 0.2625 0.47 1.0929 0.04833333333333334 0.0
14 3.3733 -1.8573 0.5922 0.030000000000000027 0.23006147796227852
0 0.945 1.3441 -1.7727 0.019000000000000017 1.0881577352493146
1 0.6087 0.0455 -1.3436 0.008000000000000007 0.0
4 -1.4549 -0.6814 -0.1465 0.007000000000000006 0.0
8 -1.9795 1.2897 0.8358 0.006333333333333302 0.0
6 -3.5341 -1.7046 0.4562 0.0 0.260022751265697
3 -1.0571 -1.2078 -2.4081 -0.0010000000000000009 0.3183420743058851
5 -2.9672 -0.5984 -0.1831 -0.0040000000000000036 0.0
7 -3.3379 0.6281 0.6447 -0.0040000000000000036 0.0
2 -0.857 -0.2119 -1.4452 -0.016999999999999904 0.0
15 4.9294 -0.073 0.4728 -0.04614285714285704 0.0
