atom_idx x y z attribution binding
10 -4.5326 -1.4034 0.1182 0.119 0.0
13 -3.1173 0.4376 -0.3339 0.119 0.0
11 -4.3967 -0.085 -0.2552 0.068 0.0
9 -3.4138 -2.1543 0.3986 0.063 0.0
7 -1.9844 -0.2906 -0.0594 0.04899999999999999 0.1913249426295734
15 0.8641 1.7859 -0.4986 0.019000000000000017 3.417011291865112
6 -0.671 0.3439 -0.1685 0.008000000000000007 0.0
8 -2.1446 -1.5999 0.3101 0.0 0.0
5 0.5232 -0.2341 0.0661 -0.01100000000000001 1.6103228431922587
4 1.5028 0.6632 -0.1379 -0.02300000000000002 0.0
14 -0.4424 1.6179 -0.5239 -0.05399999999999999 2.277720466944035
1 4.7695 -1.0627 0.5457 -0.07300000000000001 0.0
12 -5.5382 0.7212 -0.5528 -0.07300000000000001 0.5000441721654263
2 3.4273 -0.8158 0.3985 -0.08400000000000002 0.0
3 2.9278 0.4081 0.0164 -0.11716666666666664 0.009101510781196533
0 5.6982 -0.0501 0.3055 -0.12 0.0
17 5.218 1.177 -0.0764 -0.16600000000000004 0.0
16 3.8535 1.4067 -0.2199 -0.17500000000000004 0.0
