atom_idx x y z attribution binding
1 -3.0855 0.5969 -2.759 0.277 2.117101279067488
2 -3.109 -0.4972 -1.8663 0.246 0.0
3 -3.6954 -1.5462 -2.1968 0.06219614357527248 0.0
5 -1.0117 -0.1395 -0.7625 0.007000000000000006 0.0
4 -2.4327 -0.4016 -0.5256 0.0065071428571429335 0.0
10 1.7611 -2.1575 0.5983 0.0 0.0
12 4.5591 -2.2044 0.2015 0.0 0.0
19 -3.569 2.0941 2.1343 0.0 0.0
16 1.9528 1.2425 0.6356 0.0 0.0
15 6.3804 -0.6127 -0.6077 0.0 0.3616969607599403
14 6.8254 -2.7682 0.0586 0.0 0.0
13 5.9551 -1.8733 -0.1169 0.0 0.0
20 -2.777 -0.2238 2.5013 0.0 0.0
11 3.685 -1.0658 -0.0562 0.0 0.28728321088810804
9 2.2882 -1.1038 0.1628 0.0 0.0
8 1.4135 0.0645 -0.105 0.0 0.0
17 -3.1688 0.6853 0.2098 -0.0040000000000000036 0.0
18 -2.671 0.9717 1.5868 -0.010000000000000009 0.0
6 -0.6295 0.1953 -1.9381 -0.010000000000000009 0.0
7 0.0279 -0.2145 0.1941 -0.014000000000000012 0.6645334964830552
0 -3.7051 0.4656 -3.9495 -0.051999999999999935 2.3350109176816214
