atom_idx x y z attribution binding
21 4.3185 0.0992 -0.9486 0.14350000000000007 0.0
1 4.0576 -0.166 0.3779 0.132 0.0
0 5.1191 -0.3747 1.2468 0.07900000000000007 2.720245745204923
19 3.2565 0.3046 -1.8013 0.07200000000000006 0.0
15 -1.9541 -0.5593 3.1182 0.0629526270456503 0.05917752695279306
4 0.2733 -0.0679 0.4223 0.05400000000000005 0.0
22 5.6316 0.1525 -1.389 0.052000000000000046 2.046418688062402
2 2.7415 -0.2276 0.8591 0.05183333333333329 0.0
3 1.6713 -0.0276 0.0337 0.028916095702194777 0.030511954803933886
16 -0.1893 -0.3131 1.6781 0.02200000000000002 0.0
20 3.5024 0.5757 -3.1542 0.014000000000000012 1.4719780340147455
18 1.9954 0.2388 -1.3069 0.012833333333333363 0.0
5 -0.6259 0.1487 -0.5062 0.0030000000000000027 0.0
17 0.6827 -0.5507 2.7125 0.0010000000000000009 0.8780714108878246
7 -2.7656 0.3919 -1.3926 0.0 0.0
8 -4.1277 0.3983 -1.2358 0.0 0.0
9 -4.9787 0.649 -2.3367 0.0 0.02955082971807146
10 -4.6564 0.1577 0.0063 0.0 0.0
12 -4.4225 -0.3219 2.3052 0.0 0.04198860075957701
13 -2.4477 -0.0948 0.929 0.0 0.22919990249392327
11 -3.8131 -0.0938 1.1121 0.0 0.0
6 -1.9198 0.1466 -0.3175 -0.0050000000000000044 0.0
14 -1.5749 -0.3309 1.956 -0.0050000000000000044 0.0
