atom_idx x y z attribution binding
15 -2.0536 -0.2745 -0.4047 0.057999999999999996 0.0
14 -0.8337 -0.8203 -0.2536 0.04199999999999998 0.0
6 0.0713 0.1822 0.0826 0.04099999999999998 0.9427983229275733
16 -3.3043 -0.9323 -0.7534 0.006000000000000005 0.0
13 -0.4 -2.1318 -0.3779 0.0030000000000000027 0.0
3 -1.9925 1.0699 -0.1786 -0.0050000000000000044 0.0
4 -0.6729 1.3377 0.1215 -0.010000000000000009 1.0273517090494066
11 4.3677 0.2715 -0.3708 -0.017000000000000015 0.0
10 4.0729 -0.6043 0.7428 -0.019000000000000017 1.4078254147211602
17 -4.0268 -1.3912 0.5144 -0.02300000000000002 0.0
7 1.4021 -0.097 0.2978 -0.02400000000000002 0.0
8 1.8314 -1.3954 0.1747 -0.026000000000000023 0.6642754538597683
2 -2.921 2.0792 -0.199 -0.026249999999999996 0.0
5 -0.3308 2.6288 0.3939 -0.028916666666666646 0.0
0 -1.2427 3.666 0.3812 -0.03300000000000003 0.0
1 -2.5485 3.3745 0.08 -0.05099999999999999 0.0
12 0.9554 -2.4019 -0.1565 -0.065 0.0
9 3.2426 -1.7125 0.3996 -0.08600000000000002 0.0
