atom_idx x y z attribution binding
17 4.1063 2.0353 0.4309 0.02259306960214525 0.0
15 2.9025 -0.2656 0.6118 0.004575658996857815 0.0
0 -0.3527 -1.8617 -1.769 0.0 0.13467873591897342
10 -2.8592 2.7754 1.0183 0.0 0.0
21 1.668 -1.9771 -0.6277 0.0 0.0
14 1.8774 -0.4965 -0.5332 0.0 0.0
13 0.6732 0.1053 -0.3029 0.0 0.36115132429768576
12 -2.2935 0.616 0.3984 0.0 0.0
1 0.1516 -2.0409 -0.4874 0.0 0.0
11 -1.9492 1.8341 0.7864 0.0 0.35896920684845335
9 -4.2026 2.5267 0.8552 0.0 0.0
8 -5.7999 0.9992 0.2903 0.0 0.024370159627743693
7 -4.5997 1.3067 0.4592 0.0 0.0
6 -3.6449 0.3542 0.2234 0.0 0.0
5 -3.7409 -0.9316 -0.1457 0.0 0.03772099192454405
4 -2.5085 -1.4032 -0.183 0.0 0.0
3 -1.585 -0.4991 0.1325 0.0 0.0
2 -0.1826 -0.7618 0.2639 0.0 0.0
22 2.018 -2.4804 -1.9108 0.0 0.40797575551972665
16 2.759 1.1138 0.8108 -0.004844085798244163 0.8554249175503266
20 3.5576 3.0789 -0.6667 -0.04339851984555067 1.6850816999261342
18 4.7158 2.7956 1.5554 -0.13075153300687453 1.484243744278002
19 5.172 1.2149 -0.3633 -0.13075153300687453 0.5946283820474587
