atom_idx x y z attribution binding
11 1.3247 1.5437 -1.0454 0.18346072492111115 1.5755257596537244
12 2.2939 2.7635 -0.3096 0.08291065849555401 0.0
18 -1.7603 -0.0101 0.2156 0.07950000000000007 0.0
17 -1.0567 1.1587 -1.7225 0.07842857142857151 0.9536558547764168
1 -1.2063 -1.3953 -0.0722 0.07592857142857146 0.0
4 1.1126 -0.5582 -0.0742 0.0675 0.0
16 -0.8331 1.0242 -0.3324 0.05950000000000011 0.0
2 0.1793 -1.5614 0.5218 0.0535000000000001 0.0
10 0.5963 0.8442 -0.0806 0.050000000000000044 0.0
0 -2.0144 -2.3701 0.4942 0.03600000000000003 0.3510927657623248
19 -2.9489 0.0778 -0.5149 0.033500000000000085 0.645083492773927
5 2.3246 -0.5615 0.575 0.02850000000000008 1.1096708464027638
3 0.6149 -2.8351 0.1233 0.011500000000000066 0.33872345589478137
6 3.5994 -1.0382 -0.4829 0.010000000000000009 0.0
20 -4.2812 0.3186 0.5552 0.009000000000000008 0.0
9 3.6806 -2.5822 -0.5311 0.0 0.1957002174599545
8 4.9389 -0.4831 0.0597 0.0 0.38993844480820133
7 3.3721 -0.4879 -1.9092 0.0 0.3616586075484429
21 -4.0536 1.5908 1.4031 0.0 0.8968576734108136
22 -5.5749 0.48 -0.2763 0.0 0.20398116218603657
23 -4.4359 -0.9022 1.4906 0.0 0.3301832762810797
14 3.4927 3.0705 -1.2413 -0.009001134502923946 1.015569862048921
13 2.8403 2.3449 1.074 -0.01603441095343583 2.3817998082931084
15 1.449 4.0484 -0.1424 -0.01603441095343583 2.380165721779775
