atom_idx x y z attribution binding
20 4.4377 -0.0763 0.7998 0.25900864391328715 1.6578075492871616
15 1.7171 -0.599 0.3127 0.02702708190561276 0.0
21 5.3543 0.1234 -0.6075 0.02310313561438182 0.0
25 7.736 0.854 0.6559 0.009000000000000008 0.0
17 3.9108 -1.699 0.8947 0.007138664210568968 0.0
9 -6.594 1.3134 -0.3524 0.0 0.05719454096193623
26 7.1766 0.3688 2.0132 0.0 0.5576619846702398
11 -4.6349 0.4481 -1.3081 0.0 0.16173858905481367
10 -5.9609 0.6515 -1.3413 0.0 0.0
8 -6.6443 2.4917 1.729 0.0 0.0
7 -5.93 1.8001 0.7115 0.0 0.0
6 -4.566 1.5921 0.7479 0.0 0.0
5 -3.6368 1.9303 1.6265 0.0 0.5497325608431779
27 8.7207 2.0204 0.8967 0.0 0.4216144912394617
28 8.4772 -0.3091 -0.0414 0.0 0.29532128199633656
19 4.4722 -2.4102 2.3803 -0.0029162290455393425 0.0
12 -3.9088 0.9081 -0.2734 -0.00792103315702275 0.0
24 6.4343 1.3918 -0.3471 -0.007955791335101714 1.2348333513903458
4 -2.4295 1.4761 1.1781 -0.008000000000000007 0.0
16 2.2343 -1.7773 0.8886 -0.009884666203798576 1.0551246851412377
0 -2.5737 -1.763 0.0925 -0.010000000000000009 0.30536243985556305
22 6.1279 -1.1656 -0.8933 -0.011955791335101607 0.5399424092808158
23 4.4835 0.4805 -1.7942 -0.011955791335101607 1.4764688933699102
18 4.5188 -2.4975 -0.2577 -0.017955791335101612 0.45420647778716106
29 -0.2799 -1.7295 -0.6624 -0.01882061853027306 0.0
1 -1.724 -1.2606 -0.8841 -0.01982061853027306 0.0
2 -1.5486 0.2275 -0.781 -0.024820618530273064 0.0
14 0.1968 -0.658 0.3014 -0.02982061853027307 0.0
30 0.3959 -1.5511 -1.856 -0.032955791335101625 0.6110636935991822
3 -2.5944 0.8429 0.0024 -0.05087246786276778 0.0
13 -0.31 0.4862 -0.2579 -0.05581204127369288 1.7983509045300565
