atom_idx x y z attribution binding
3 -1.7034 0.1513 -0.7606 0.04099999999999998 0.7465854669752913
4 -2.4327 0.9257 0.2942 0.0020000000000000018 1.191228759998818
17 4.2081 -2.1087 0.6807 0.0 0.0
16 3.7803 -0.8434 0.2615 0.0 0.411005842108061
15 2.4148 -0.5907 0.0061 0.0 0.0
13 1.172 3.1721 -1.2382 0.0 0.0
12 0.2125 2.1502 -1.0746 -0.0010000000000000009 1.1399203981685717
2 -0.2924 -0.0994 -0.4985 -0.02464285714285719 0.45702775354092023
1 0.1381 -1.3328 -0.0873 -0.031000000000000028 0.0
14 1.9991 0.6587 -0.4073 -0.03400000000000003 0.0
0 1.4747 -1.58 0.1632 -0.03400000000000003 0.0
11 0.6381 0.8972 -0.6587 -0.035892857142857115 0.0
5 -4.167 1.0726 -0.3313 -0.05399999999999999 0.0
8 -3.6685 -0.928 1.1572 -0.06286904761904766 0.0
7 -5.8073 -1.0225 0.1254 -0.08499999999999996 1.0215153343146215
9 -2.7403 0.0817 1.4923 -0.08907219138087014 0.0
10 -2.1939 0.31 2.6295 -0.10299999999999998 0.9366464678627812
6 -4.7249 -0.4789 0.3415 -0.13247020725388597 0.0
