atom_idx x y z attribution binding
4 5.1708 0.0744 0.1605 0.4265833333333333 0.0
3 6.5704 0.5101 0.5994 0.2789666666666667 0.0
6 3.1075 -1.2275 0.8083 0.2703833333333332 0.0
12 0.078 -1.5558 0.7906 0.21866666666666656 0.5597717652950822
11 0.8551 -0.4668 -1.2811 0.19746666666666657 1.6714680172716063
10 0.638 -0.2618 0.1948 0.17241666666666655 0.0
13 -0.5413 0.9299 0.4963 0.17033333333333323 0.3559990193787211
9 2.0613 0.1127 0.9834 0.15841666666666654 0.7038622211939844
2 7.1927 1.2802 -0.3369 0.1519999999999999 0.44163988615301547
1 8.2569 0.5809 -0.8684 0.14100000000000001 0.0
34 8.6846 -0.428 0.1586 0.14100000000000001 0.0
32 7.3863 -0.7006 0.8798 0.14 0.0
5 4.6566 -0.699 1.2032 0.1356666666666666 0.6849928387076496
0 7.8168 -0.0312 -2.0605 0.133 1.0936597915108197
35 9.5925 0.194 1.0173 0.133 0.5805638878243843
33 6.7677 -1.8233 0.3481 0.126 1.7232504333951637
8 2.688 -2.36 1.7068 0.121 0.5582418033682492
7 3.0941 -1.6561 -0.6556 0.11449999999999994 2.0703777413022246
15 -2.5262 1.912 -0.377 0.0 0.0
26 -7.4783 0.5434 0.105 0.0 0.005828032378833723
31 -3.576 0.8033 -2.2358 0.0 0.19371004288689153
30 -3.4456 1.9967 -1.5435 0.0 0.0
29 -5.8419 1.804 -1.5979 0.0 0.030860855183249963
28 -4.7777 2.3084 -0.8922 0.0 0.0
27 -6.3326 -0.1002 0.3876 0.0 0.0
25 -8.6457 -0.0947 -0.0192 0.0 0.0
16 -3.2541 1.7465 0.764 0.0 0.06377468505422161
24 -8.6678 -1.428 0.1457 0.0 0.0026673304798479204
23 -7.6455 -3.5444 0.593 0.0 0.0022581181435670653
22 -7.5605 -2.1417 0.4304 0.0 0.0
21 -6.3668 -1.4619 0.5539 0.0 0.0
20 -5.1134 -1.8334 0.821 0.0 0.03080405545072504
19 -4.3253 -0.7475 0.822 0.0 0.0
17 -4.5901 1.6991 0.4658 0.0 0.0
18 -5.0496 0.3472 0.5562 0.0 0.0
14 -1.4356 0.8751 -0.5681 -0.0010000000000000009 0.0
