atom_idx x y z attribution binding
1 5.3945 1.6333 -0.8062 0.23511666666666664 2.102369586799195
2 5.1078 0.3317 -0.5816 0.18899999999999995 0.0
3 3.8397 -0.2102 -1.124 0.018999999999999906 0.0
4 2.7726 0.0976 -0.1632 0.015000000000000013 0.26251142673004113
6 1.3817 -1.3964 -1.1408 0.013000000000000012 1.0544700459518457
24 7.1629 0.0969 0.5965 0.008000000000000007 0.0
0 6.5219 2.1946 -0.3605 0.0020000000000000018 0.0
22 0.7324 -0.9983 2.0266 0.0010000000000000009 0.0
15 -3.7101 2.801 0.1201 0.0 0.0
21 -0.5242 -1.7897 2.3322 0.0 0.0
20 -1.5658 -0.9929 1.576 0.0 0.0
19 -3.38 -2.1989 -0.7265 0.0 0.016311107875852614
18 -5.2051 0.5786 -0.4612 0.0 0.0
17 -5.6814 1.4886 0.4687 0.0 0.0
16 -4.9177 2.6209 0.7635 0.0 0.0
13 -3.9958 0.7448 -1.1157 0.0 0.0
14 -3.2705 1.8684 -0.8011 0.0 0.0
12 -3.5401 -0.2202 -2.0919 0.0 0.0
11 -2.6103 -1.2989 -1.5263 0.0 0.0
10 -0.6225 -0.1959 -1.884 0.0 0.7152685262954117
9 -1.3945 -0.7503 -0.9823 0.0 0.0
8 -0.8718 -0.7004 0.3373 -0.0030000000000000027 0.06956005407175161
25 7.4164 1.4292 0.3448 -0.019000000000000017 0.0
5 1.5129 -0.5727 -0.2465 -0.02400000000000002 0.0
23 5.9988 -0.4498 0.1285 -0.028000000000000025 0.0
7 0.447 -0.243 0.7367 -0.041000000000000036 0.0
