atom_idx x y z attribution binding
15 3.7991 -0.8192 0.9537 0.08499999999999999 0.0
14 4.4804 0.3429 1.2444 0.03999999999999998 0.0
9 2.6873 -0.8273 0.1173 0.016000000000000014 0.0741665980537027
16 -1.5298 -0.7566 -0.6819 0.009000000000000008 2.238164645121927
6 -0.2984 -1.0887 -0.2059 0.009000000000000008 0.0
2 -3.4834 0.5412 0.2036 0.007000000000000006 0.0
7 0.7089 -1.8425 -0.8424 0.0050000000000000044 1.48630250337678
5 -0.1831 -0.5623 1.0249 0.0030000000000000027 1.5544409439835065
12 4.089 1.5572 0.7167 0.0030000000000000027 0.014277076332479429
10 2.2995 0.386 -0.4077 0.0020000000000000018 0.0
11 2.9876 1.5542 -0.113 -0.0030000000000000027 0.0
3 -2.1298 -0.0451 0.256 -0.007000000000000006 0.0
4 -1.2966 0.0655 1.2912 -0.018000000000000016 1.8288773498828095
13 4.9543 3.0419 1.0844 -0.034999999999999976 0.0
1 -4.0765 1.2413 1.1234 -0.03999999999999998 0.0
8 1.9633 -2.0973 -0.1799 -0.056999999999999995 0.0
0 -5.2804 1.6115 0.7549 -0.10599999999999998 0.0
17 -4.3564 0.4294 -0.8724 -0.14300000000000002 0.0
18 -5.4984 1.1145 -0.5114 -0.15599999999999997 0.0
