atom_idx x y z attribution binding
4 -0.6355 -1.8051 0.2346 0.023999999999999966 1.7018222274815047
18 -3.2636 2.1208 -1.4208 0.007000000000000006 0.0
14 -1.332 -2.3469 1.3767 0.006000000000000005 0.0
7 1.4959 -1.5049 1.5501 0.0020000000000000018 0.9036337380982291
10 2.0653 1.0435 1.0067 0.0 0.21903550599552668
11 4.3076 0.9223 1.2866 0.0 0.3712654106802755
13 3.8911 2.593 -0.4237 0.0 0.0
12 4.4162 2.2984 0.9709 0.0 0.0
8 2.8847 -1.0768 1.6037 0.0 0.0
9 3.0588 0.3361 1.2865 0.0 0.0
19 -3.9375 3.374 -1.5365 -0.007000000000000006 2.635983409836183
5 0.7157 -1.4137 0.3719 -0.009000000000000008 0.0
6 1.3413 -0.9246 -0.6332 -0.015000000000000013 0.04001623797151798
3 -1.3247 -1.6655 -1.0289 -0.017000000000000015 0.0
1 -1.3551 0.6871 -1.7691 -0.03200000000000003 0.0
16 -3.2741 -0.161 -0.6872 -0.03200000000000003 0.0
15 -1.1706 -3.8698 1.4474 -0.03600000000000003 0.0
17 -3.9148 1.0784 -0.8125 -0.041000000000000036 0.0
0 -1.9862 1.927 -1.8986 -0.041000000000000036 0.0
2 -2.0048 -0.3572 -1.1608 -0.08799999999999997 0.0
