atom_idx x y z attribution binding
11 -3.7744 0.9609 -0.7278 0.02991226228174715 1.1626327622409558
5 -5.6833 -0.4486 1.8402 0.023308898224830038 0.24596657627459742
10 -4.6795 1.6104 -1.4794 0.01726093654926769 0.0
12 -4.1773 0.2967 0.3622 0.008048900901934802 0.0
15 0.7165 1.153 0.8303 0.008012960120269724 0.009186667675738714
6 -5.5288 0.2742 0.7227 0.0006294184965906779 0.0
20 6.1439 -0.5463 -1.462 2.7755575615628914e-17 0.0
22 7.4927 1.2772 -0.6911 0.0 0.0
21 7.2796 0.2512 -1.587 0.0 0.0
19 5.2211 -0.3344 -0.4581 0.0 0.01607708830240368
18 4.0051 -1.1763 -0.3106 0.0 0.009482174881308298
17 2.6047 -0.5082 -1.2444 0.0 0.0
23 6.573 1.4862 0.307 0.0 0.0
24 5.4393 0.6928 0.4347 0.0 0.0
7 -6.4019 0.9538 -0.0816 -0.013437590349733464 0.0
14 -0.5928 0.6037 0.2964 -0.0183407424188283 0.0
2 -2.1369 -0.6879 1.3415 -0.0183407424188283 0.0
16 1.9706 1.3581 -0.4379 -0.020558075211499105 0.0
8 -7.7812 0.9463 0.2633 -0.022131906275603103 0.00014364326709863465
4 -4.4651 -0.8835 2.1958 -0.02338058885700936 0.0
1 -1.7262 -1.4778 0.1258 -0.030360477836902988 0.0
25 -0.3975 -0.8059 -0.2013 -0.030360477836903016 0.0
3 -3.5701 -0.43 1.3017 -0.04799450000683633 0.0
13 -1.4664 0.4917 1.3458 -0.05217521922844501 0.60889389798464
0 -1.5608 -2.8281 0.419 -0.06388951592300396 1.2732934253713908
26 0.6003 -1.4446 0.5401 -0.06388951592300399 0.9444039215975826
9 -6.0022 1.6223 -1.1771 -0.07327617029534453 0.47790655344454863
