atom_idx x y z attribution binding
15 -2.5054 2.0602 -1.2677 0.09099999999999997 0.0
17 -4.0156 2.3194 0.2988 0.08599999999999997 2.709906274339293
16 -3.634 1.5799 -0.731 0.08599999999999997 2.3283410671345153
18 -3.1336 3.2945 0.4434 0.03400000000000003 0.0
19 -3.1624 4.3379 1.4501 0.028000000000000025 0.0
24 -2.8133 -3.04 2.9702 0.020000000000000018 0.0
20 -2.1807 3.1756 -0.5029 0.016000000000000014 0.0
23 -2.364 -2.4615 1.7575 0.01200000000000001 0.0
14 -1.7543 1.5356 -2.419 0.007000000000000006 0.0
3 -1.0452 -0.8252 -1.9603 0.0040000000000000036 0.0
5 0.5475 1.0334 -1.7198 0.0040000000000000036 0.0
13 5.4834 -1.9805 1.2873 0.0 0.0
12 6.0335 -1.2527 0.0646 0.0 0.0
11 5.1752 -0.1694 -0.2966 0.0 0.35888439394435095
10 3.3989 -1.5261 -0.6371 0.0 0.3198810913007718
9 3.8481 -0.3579 -0.6444 0.0 0.0
8 2.9452 0.7476 -1.0205 0.0 0.0
7 1.6366 0.2098 -1.3237 0.0 0.0
6 0.8347 2.2808 -1.78 0.0 1.414497537401009
22 -2.4312 -3.1751 0.5892 -0.0050000000000000044 0.0
0 -1.8527 -1.1803 1.7173 -0.0050000000000000044 0.0
1 -1.4209 -0.6335 0.5315 -0.006000000000000005 0.0
21 -1.9941 -2.6106 -0.588 -0.006000000000000005 0.0
2 -1.4787 -1.3329 -0.6582 -0.01100000000000001 0.03084436537026932
4 -0.7529 0.5657 -2.0292 -0.025000000000000022 0.0
