atom_idx x y z attribution binding
2 3.9059 -0.6895 -0.1844 0.17800000000000005 0.0
0 2.9192 -1.1566 -2.2542 0.08600000000000008 1.5796309553248016
1 2.633 -1.0482 -0.8985 0.07200000000000006 0.0
3 4.9988 -1.1725 -0.6229 0.06649391127413917 1.9787504399434297
7 1.5776 0.0089 -0.698 0.04400000000000004 0.0
4 3.911 0.1562 0.9411 0.008000000000000007 0.005284149033818794
9 -0.633 -0.3442 -0.2148 0.0020000000000000018 0.0
10 -1.1238 -1.6308 -0.0139 0.0 0.6689691209097447
11 -2.3442 -1.7912 -0.6673 0.0 0.0
12 -3.3818 -0.863 -0.1458 0.0 0.0
13 -4.0667 -0.314 -1.251 0.0 0.8550274532071506
14 -2.8728 0.1945 0.78 0.0 0.0
15 -3.758 1.2922 0.6712 0.0 0.2580945981076883
16 -1.5014 0.6981 0.4466 0.0 0.0
17 -1.5432 1.8816 -0.3031 0.0 0.30543745681972717
8 0.6659 -0.3244 0.2886 -0.0040000000000000036 0.9380096798102342
5 2.8018 1.0503 1.1179 -0.008000000000000007 0.0
6 2.2323 1.312 -0.2804 -0.01100000000000001 0.0
