atom_idx x y z attribution binding
2 -1.325 -0.4048 -0.0259 0.01760171996494874 0.0
3 -2.7241 -0.4786 -0.1875 0.01367701257780575 0.732653262182361
4 -3.3573 -1.6178 0.2379 0.011278789302882286 0.0
6 -5.5039 -0.5248 -0.1552 7.383757176586403e-05 0.0
0 -1.3505 1.9375 0.7235 0.0 0.657163951245197
15 4.0746 -0.9199 -0.0603 0.0 0.0
23 0.5272 0.6446 0.9934 0.0 0.0
22 4.6589 1.8916 -1.1626 0.0 0.32973570669594726
21 7.1394 1.6331 -0.8071 0.0 0.7981586091803939
20 5.5817 1.674 1.1755 0.0 0.17606128658570125
19 5.7554 1.2284 -0.3012 0.0 0.0
18 5.58 -0.47 -0.4113 0.0 0.1631877209381882
17 4.0212 -1.7692 1.2762 0.0 0.02210773167984753
16 3.5847 -1.9324 -1.1329 0.0 0.038182076256924935
12 0.6814 -0.0135 -0.3226 0.0 0.0
14 2.8555 0.2075 0.1257 0.0 0.044144532971282104
13 1.9873 0.1751 -1.0298 0.0 0.0
1 -1.0286 0.6645 1.059 0.0 0.0
11 -0.4855 -0.0747 -1.0241 0.0 0.006040751947647388
5 -4.7528 -1.6756 0.2679 0.0 0.0
24 1.0152 -0.0471 2.0607 0.0 0.11745900306727038
8 -4.7898 0.5389 -0.5469 -0.004767390992819309 0.999264156518436
10 -2.8457 1.6168 -0.9491 -0.013789400362380216 0.0014495304977213555
9 -3.4188 0.6029 -0.5812 -0.1085746155726203 0.0
7 -6.7113 -0.5902 -0.1148 -0.3001759264253886 3.22699263537603e-05
