atom_idx x y z attribution binding
8 1.3631 -2.1057 1.588 0.27 3.963251577507234
7 0.4449 -3.0496 1.5269 0.11699999999999999 3.97116274410983
18 -1.9293 -2.2529 -1.1235 0.06300000000000006 1.216447293968724
4 -0.9888 -1.1351 -1.0444 0.049000000000000044 0.0
5 -0.032 -1.5554 0.0154 0.03142857142857147 0.0
6 -0.4534 -2.7437 0.5483 0.025000000000000022 0.0
16 -1.6534 -3.2267 -0.1368 0.010000000000000009 0.0
3 -1.8437 0.0047 -0.5366 0.0050000000000000044 0.0
2 -2.637 -0.2436 0.563 0.0020000000000000018 0.0
19 -1.8877 1.2384 -1.0978 0.0020000000000000018 0.0
0 -3.4793 1.9395 0.5102 0.0 0.0
20 -2.6944 2.2198 -0.595 0.0 0.0
1 -3.437 0.7176 1.0675 0.0 0.2956177159498309
12 3.8482 1.3537 1.1694 -0.0010000000000000009 0.0
17 -2.2525 -4.287 0.1474 -0.018000000000000016 0.009900996195571492
9 1.1177 -1.1567 0.6742 -0.020571428571428574 0.0
14 2.5525 2.0583 -0.6682 -0.030000000000000027 0.0
11 3.0243 0.2663 1.3076 -0.030000000000000027 0.0
15 1.7306 0.9565 -0.5162 -0.03500000000000003 0.0
13 3.6207 2.2721 0.1706 -0.04400000000000004 0.0
10 1.932 0.0304 0.4649 -0.05357142857142849 0.0
