atom_idx x y z attribution binding
19 1.2697 -0.4221 1.6416 0.05800000000000005 0.0
13 2.9929 -0.2177 -0.1057 0.051000000000000045 0.0
20 1.2199 0.4456 2.7413 0.041000000000000036 2.4004095837707013
12 1.7323 0.352 0.4479 0.040000000000000036 0.0
1 -0.1769 -0.7258 1.2811 0.01100000000000001 0.0
11 0.6826 0.3519 -0.4802 0.005750000000000033 0.0
16 4.7705 -1.7811 -1.8671 0.0050000000000000044 0.0
18 5.2485 0.3041 -3.1963 0.0050000000000000044 0.0
17 6.0835 0.1091 -0.8276 0.0050000000000000044 0.0
9 -4.0278 0.9564 0.0368 0.0040000000000000036 0.0
7 -4.4371 -0.1284 -0.868 0.0 0.0
8 -5.6745 -0.2756 -1.0669 0.0 0.0
5 -1.1666 -1.4048 -1.7167 -0.004999999999999893 0.0
2 -0.4446 0.4232 0.3416 -0.005999999999999894 0.0
10 -2.6315 1.4409 -0.1751 -0.006999999999999895 0.0
6 -3.457 -0.9492 -1.4697 -0.009999999999999898 0.22952155766633153
14 3.4671 0.4773 -1.211 -0.0129999999999999 0.0
15 4.9202 -0.2434 -1.7861 -0.014999999999999902 0.0
0 -0.1837 -1.9626 0.6604 -0.017999999999999905 0.7396156343056606
4 -2.0782 -0.6997 -1.2033 -0.018999999999999906 0.0
3 -1.6807 0.3595 -0.3441 -0.035666666666666735 1.1209980393875782
