atom_idx x y z attribution binding
12 4.5076 -1.2179 -0.4901 0.252 4.258648574805336
11 4.1984 0.0286 0.2027 0.16199999999999998 0.0
10 2.7514 0.2432 0.1947 0.11399999999999999 0.3473686470673063
6 -1.501 0.8687 0.1488 0.03699999999999998 0.1884072584970306
7 -0.08 0.6303 0.1933 0.02799999999999997 0.2968611645916289
14 0.6572 0.5336 -1.0004 0.025999999999999968 0.17101911178423032
9 2.0326 0.3387 1.3674 0.010699999999999987 0.0
0 -3.3775 2.286 -0.4605 0.0 0.0
2 -3.757 0.292 0.7691 0.0 0.0
4 -1.9484 -1.2309 1.357 0.0 0.1992441148462751
5 -1.7322 -2.1921 0.1599 0.0 0.0
1 -4.2422 1.4213 0.16 0.0 0.0
3 -2.3774 0.0297 0.7524 -0.0030000000000000027 0.15884094492428166
15 -0.2777 0.657 -2.4773 -0.007000000000000006 0.0
16 -2.0211 2.0143 -0.4668 -0.010000000000000009 0.0
13 2.0233 0.3469 -0.9922 -0.026000000000000023 0.0
8 0.6613 0.5266 1.3504 -0.032299999999999995 0.0
