atom_idx x y z attribution binding
8 -0.2387 -2.7113 -1.5762 0.08225000000000005 0.0
10 0.3782 -2.1918 -2.866 0.041000000000000036 2.3941879268410298
11 -1.2908 -1.4005 -1.0139 0.03765000000000007 0.03585746264584128
7 0.9351 -2.9642 -0.3697 0.014249999999999985 0.19535731565795256
5 3.0832 -1.9373 1.1486 0.005250000000000088 0.0
17 -4.587 -0.1221 -0.0621 0.0050000000000000044 0.0
2 6.1237 2.7136 1.8183 0.0040000000000000036 0.0
0 4.0224 2.1946 0.1083 0.0002500000000000835 0.0
15 -4.2807 2.1731 0.5412 0.0 0.0
16 -5.0768 1.0609 0.3638 0.0 0.0
20 1.9239 -0.6932 -0.5029 -0.002749999999999919 1.8661084211766479
22 3.0363 1.4623 -0.4679 -0.002749999999999919 0.0
14 -2.9419 2.0158 0.2583 -0.007000000000000006 0.0
9 -1.0681 -3.9153 -1.8293 -0.009000000000000008 0.8781720568190114
13 -2.4327 0.7848 -0.1849 -0.013749999999999929 0.013159345922884827
19 -2.6409 -1.4431 -0.7864 -0.020000000000000018 0.0
1 4.8749 1.7603 1.1005 -0.02100000000000002 0.356294842441105
12 -0.8867 0.2101 -0.6242 -0.02199999999999991 0.0
18 -3.228 -0.3092 -0.3571 -0.022749999999999937 0.009095067512625546
3 4.6714 0.4499 1.5179 -0.02774999999999994 0.0
21 2.827 0.1274 -0.0445 -0.02774999999999994 0.0
4 3.6598 -0.3325 0.9412 -0.03674999999999995 0.6176277688641704
6 1.8309 -1.9184 -0.0222 -0.052749999999999964 0.0
