atom_idx x y z attribution binding
8 -6.4949 0.302 0.8691 0.1090000000000001 1.8310095622649079
7 -5.3844 0.3704 -0.0208 0.06700000000000006 0.0
6 -4.274 -0.3446 0.2958 0.030000000000000027 0.0
13 -0.2107 -0.0674 0.5341 0.018000000000000016 0.0
12 -3.1219 -0.2529 -0.4817 0.017000000000000015 0.0
1 -0.3766 -0.7402 -1.6226 0.01200000000000001 0.0
0 -0.7433 0.4848 -2.1463 0.01100000000000001 3.457555329414555
26 1.7408 0.3607 -2.1822 0.01100000000000001 3.211890307203319
25 1.1282 -0.5363 -1.3585 0.008000000000000007 0.0
9 -5.3708 1.1657 -1.1039 0.0050000000000000044 0.0
16 2.6011 0.5003 1.7609 0.0040000000000000036 0.0
4 -2.7138 -1.6122 1.1461 0.0040000000000000036 0.0
5 -3.9687 -1.201 1.2995 0.0040000000000000036 0.0
18 4.713 1.1244 0.2404 0.0 0.0
19 4.2195 -1.1947 0.6732 0.0 0.0
20 5.2515 0.0781 2.6302 0.0 0.0
21 6.8945 -0.1293 2.0478 0.0 0.0
22 7.7005 -0.9293 3.0494 0.0 0.0
23 7.4921 1.2822 1.8467 0.0 0.0
24 6.8571 -0.8596 0.6765 0.0 0.0
17 4.2645 0.2664 1.364 0.0 0.0
10 -4.2721 1.2729 -1.88 -0.0020000000000000018 0.0
14 1.011 -0.0189 0.0796 -0.0030000000000000027 0.0
15 2.1129 0.8635 0.4352 -0.007999999999999896 0.0
2 -0.821 -1.0911 -0.2848 -0.010999999999999899 0.0
3 -2.2173 -1.0171 0.0556 -0.025999999999999912 0.0
11 -3.1853 0.5661 -1.5487 -0.04699999999999993 0.0
