atom_idx x y z attribution binding
19 -5.3084 1.6879 -2.5775 0.08800000000000008 0.0
20 -5.9146 2.5351 -3.4733 0.08700000000000008 3.7643073292376563
13 -1.3007 -1.2985 -0.731 0.04300000000000004 0.0
2 4.8893 0.4624 -0.0599 0.041000000000000036 0.0
11 0.7221 -0.1018 -0.2871 0.03083333333333338 1.543584684143569
16 -4.1014 -0.043 -0.6942 0.029000000000000026 0.0
21 -4.8056 2.1584 -1.3815 0.020000000000000018 0.0
12 -0.5506 -0.5175 0.3138 0.018000000000000016 0.0
18 -5.204 0.3429 -2.835 0.017000000000000015 0.0
17 -4.6027 -0.502 -1.8914 0.009000000000000008 0.0
5 7.623 0.5534 -0.4954 0.0020000000000000018 0.0
24 -4.4739 -0.2872 2.9626 0.0 0.0
25 -5.6559 -0.6671 2.1013 0.0 0.0
15 -3.5504 -1.0016 0.297 -0.0010000000000000009 0.0
23 -3.0735 -0.1043 1.8263 -0.0020000000000000018 0.0
26 -4.9821 -1.9573 1.0219 -0.0020000000000000018 0.0
14 -2.5423 -1.9244 -0.205 -0.0040000000000000036 0.0
22 -4.203 1.3029 -0.4429 -0.0050000000000000044 0.0
0 3.1894 0.1017 1.5488 -0.0050000000000000044 1.4295788439055839
7 7.0887 -0.4733 0.2492 -0.0050000000000000044 0.0
6 9.3587 0.581 -0.7575 -0.006000000000000005 0.0
1 3.4608 0.3192 0.2078 -0.015999999999999903 0.0
3 5.4244 1.4749 -0.7964 -0.015999999999999903 0.0
27 1.1764 1.0981 0.2993 -0.025999999999999912 0.0
10 1.6317 -1.2189 -0.0304 -0.026999999999999913 0.0
4 6.7967 1.5117 -1.0091 -0.029999999999999916 0.0
9 3.0113 -0.955 -0.5198 -0.03299999999999992 0.0
28 2.572 1.4503 -0.2369 -0.03299999999999992 0.0
8 5.7265 -0.5148 0.4625 -0.03599999999999992 0.0
