atom_idx x y z attribution binding
0 -1.8901 1.9649 0.7068 0.07700000000000007 4.06235185519524
11 3.8482 -0.1817 -0.2674 0.05900000000000005 0.0
1 -2.5081 0.8386 0.182 0.04600000000000004 0.0
6 -1.8325 -0.2821 -0.2134 0.01100000000000001 0.010870272464745635
10 2.3495 -0.2614 -0.2186 0.0010000000000000009 0.057395537392671794
12 4.1879 0.9994 0.516 -0.0020000000000000018 2.7190885373074805
9 1.6463 0.7473 -0.8427 -0.0040000000000000036 0.0
8 0.2797 0.735 -0.8287 -0.010000000000000009 0.0
15 -0.5349 -2.631 1.2548 -0.02400000000000002 0.0
13 1.7009 -1.2923 0.4249 -0.028000000000000025 0.0
14 0.3297 -1.3243 0.4506 -0.03299999999999992 0.05753783748091355
7 -0.3849 -0.3137 -0.1734 -0.050999999999999934 0.022894845691203845
2 -3.908 0.8772 0.0676 -0.06799999999999995 0.0
3 -4.5865 -0.1959 -0.4332 -0.07999999999999996 0.0
5 -2.5128 -1.3543 -0.7118 -0.08099999999999996 0.0
4 -3.907 -1.3141 -0.8247 -0.08599999999999997 0.0
