atom_idx x y z attribution binding
13 -0.37 0.5648 0.6155 0.020955895930643453 0.0
10 3.6874 -1.2656 0.5309 0.01899999999999999 0.9082555977648104
4 0.4608 0.0508 -0.5694 0.016507751159349188 0.0
3 -0.191 -1.1344 -0.8442 0.005515548359193323 0.0
0 -2.1685 -3.2127 -0.8248 0.004336684229913901 1.1168314265763097
17 -3.3669 2.2905 -0.5629 0.0008944074600825136 0.0
18 -3.6101 2.4335 0.9572 0.0 0.0
19 -4.5793 1.5747 -1.204 0.0 0.0
20 -3.2336 3.7047 -1.1781 0.0 0.0
2 -1.5385 -0.9004 -0.7785 -0.002093680269669884 0.0
15 -1.7593 0.3699 -0.0006 -0.004530893364845245 0.0
6 2.6453 0.9847 -0.413 -0.007008134631588725 0.0
8 4.5106 -0.2215 0.3667 -0.008000000000000007 0.0
7 3.9892 0.947 -0.1193 -0.010949823943662007 0.0
11 2.3731 -1.2375 0.2465 -0.012635271237762535 0.0
12 1.6278 -2.2426 0.4144 -0.020124673445534202 0.0
9 5.7392 -0.2469 0.6322 -0.020473964070316653 0.0
1 -2.3185 -2.0061 -0.131 -0.024997584898270808 0.0
16 -1.9293 1.4 -0.9027 -0.06286117151048887 0.0
5 1.8331 -0.0986 -0.2338 -0.06872225721356401 1.663002605792453
14 -0.1066 1.8895 0.8912 -0.15909359586639027 0.513545282655724
