atom_idx x y z attribution binding
3 -2.1604 -0.2522 -0.7008 0.2486666666666666 0.0
5 -1.8765 0.3372 0.5316 0.17500000000000004 2.1845123899190906
4 -1.3345 -0.2651 -1.6263 0.14700000000000002 0.01083288871034084
20 0.4834 0.8482 0.1619 0.09999999999999998 0.0
6 -0.6609 0.9669 0.88 0.08499999999999996 0.0
7 -0.6172 1.7541 2.0496 0.08499999999999996 0.0
21 -4.56 0.1377 -0.8216 0.07599999999999996 0.0
24 -5.9742 -1.5052 0.3163 0.06000000000000005 0.0
2 -3.4892 -0.9098 -0.9826 0.04800000000000004 0.0003194786837862679
19 1.6539 1.4837 0.5706 0.03700000000000003 0.0
1 -3.6638 -2.0072 -0.0131 0.029000000000000026 0.0
23 -7.0694 0.016 -1.275 0.026000000000000023 0.0
9 1.6458 2.2405 1.7183 0.015000000000000013 0.0
8 0.512 2.3935 2.4841 0.01100000000000001 0.0
0 -4.7867 -2.3059 0.5985 0.01100000000000001 0.0
12 4.8279 2.5645 0.7077 0.007000000000000006 0.6526831057490401
11 3.6241 2.2879 0.8573 0.0050000000000000044 0.0
22 -5.8698 -0.4407 -0.6028 0.0040000000000000036 0.9084373233990044
25 -7.0445 -1.7723 0.8842 0.0010000000000000009 0.074787667835155
18 6.1305 -0.1389 -0.5393 0.0 0.0
17 5.1233 -2.0557 0.3174 0.0 0.0
16 4.9068 -0.65 -0.0438 0.0 0.23319288555994355
15 3.7756 -0.5358 -0.9033 0.0 0.0
10 2.8655 2.7003 1.8384 0.0 0.0
14 3.2926 0.8345 -1.1762 -0.007000000000000006 0.0
13 2.8917 1.5264 0.0517 -0.007000000000000006 0.0
