atom_idx x y z attribution binding
9 0.6629 0.1126 0.4062 6.938893903907228e-18 0.0
1 -1.276 0.9082 -0.5819 6.938893903907228e-18 0.0
2 -1.5629 0.1649 0.703 6.938893903907228e-18 0.0
16 0.0418 0.24 -0.9663 6.938893903907228e-18 0.0
14 4.6853 1.1356 1.3305 6.938893903907228e-18 0.24228146404529005
15 5.1859 -1.3194 1.358 0.0 0.9706559977261751
13 4.2718 -0.2474 -0.7059 0.0 0.6322561722072543
11 2.6512 -0.5563 1.4436 0.0 0.6460015398724097
10 1.7583 -0.9158 0.4618 0.0 0.0
0 -2.2481 0.7379 -1.5469 0.0 0.14590938065752507
8 -0.3517 -0.0973 1.3109 0.0 0.7651807687717087
7 -4.083 -1.1534 -1.3631 0.0 0.20895143980318998
5 -4.3821 0.5909 0.4025 0.0 0.35623923292186566
4 -3.8739 -0.8318 0.126 0.0 0.0
12 4.2224 -0.2437 0.8295 -6.938893903907228e-18 0.0
6 -4.7028 -1.8217 0.9629 -6.938893903907228e-18 0.7940715089661876
3 -2.2163 -1.0278 0.5191 -6.938893903907228e-18 0.7753704709000536
17 0.7881 1.0147 -1.8329 -6.938893903907228e-18 0.15796605116793971
