atom_idx x y z attribution binding
0 -5.0358 0.0554 0.1568 0.0 0.0
5 -1.5492 1.0375 0.7016 0.0 1.0299957003551936
16 -1.0111 -0.6881 -0.4333 0.0 0.6062314502447577
1 -4.7131 -1.0652 -0.5795 0.0 0.0
6 -0.499 0.3405 0.221 0.0 0.0
17 -4.022 0.8364 0.637 0.0 0.0
4 -2.6956 0.481 0.3708 0.0 0.0
3 -2.3824 -0.6353 -0.3624 0.0 0.0
2 -3.3949 -1.4245 -0.8479 0.0 0.0
14 2.416 -0.872 -0.6441 -0.001956101843722559 0.0
8 1.2171 1.8934 1.1836 -0.006999999999999999 1.426724949006666
7 0.87 0.7717 0.4645 -0.010999999999999996 0.0
15 2.0763 0.2289 0.0798 -0.012999999999999998 0.20553791303634217
10 3.0999 1.0405 0.5796 -0.09647539511337078 0.0
9 2.4969 2.0377 1.2432 -0.135 1.1515308276423832
13 3.7576 -1.1637 -0.8693 -0.24095610184372254 0.0
11 4.442 0.7738 0.3706 -0.2988314073025564 0.0
12 4.7459 -0.3501 -0.3674 -0.2988314073025564 0.0
