atom_idx x y z attribution binding
9 4.1607 -1.6399 1.201 6.938893903907228e-18 0.0
3 -2.4481 0.6859 0.1169 6.938893903907228e-18 0.09869788802755966
13 3.4052 1.4979 -0.8253 6.938893903907228e-18 0.0
20 -3.1625 -0.9149 1.6778 6.938893903907228e-18 0.2088123961863507
11 4.188 0.2774 -0.4068 0.0 0.0
15 2.0102 1.4268 -0.2229 0.0 0.0
14 4.0298 2.6679 -0.4442 0.0 0.304634052518213
18 -1.0689 -2.4369 0.4951 0.0 0.74730117339882
8 3.3845 -0.484 0.6338 0.0 0.0
17 -1.9743 -1.6561 -0.2012 0.0 0.0
6 1.4049 0.0584 -0.3576 0.0 0.0
5 -0.0305 -0.0392 0.74 0.0 0.0
4 -1.4927 -0.2342 -0.3069 0.0 0.0
2 -3.5354 0.5385 -0.7596 0.0 0.0
16 1.1455 2.3174 -0.8801 0.0 0.24618594736744145
21 -4.2211 -0.7537 -0.42 -6.938893903907228e-18 0.0
19 -3.3357 -1.605 0.4821 -6.938893903907228e-18 0.0
0 -5.2196 1.9366 -1.6328 -6.938893903907228e-18 0.017593768792415254
12 5.4093 0.5828 0.1655 -6.938893903907228e-18 0.6074670819917553
1 -4.4172 1.7506 -0.5225 -6.938893903907228e-18 0.0
10 4.5255 -2.5018 0.1738 -6.938893903907228e-18 1.4008657439932635
7 2.2608 -0.9701 -0.0103 -6.938893903907228e-18 0.491941262401036
22 -5.3819 -0.4756 0.2761 -6.938893903907228e-18 0.04391915472572293
