atom_idx x y z attribution binding
27 -3.0764 -1.5262 -0.7417 0.157351993432793 0.0
28 -5.2401 -1.0179 -0.6261 0.1364703056097878 1.6139418931052751
1 -6.2147 -0.1684 -0.2522 0.13167517822396357 0.0
26 -3.9363 -0.7084 -0.3765 0.09970753714768271 0.0
0 -7.475 -0.4077 -0.4625 0.0913236422499496 2.611629503987059
3 -4.5486 1.268 0.6065 0.028349543360315477 0.0
5 -2.2141 0.7472 0.496 0.02290416769585918 0.0
6 -1.5224 -0.1874 1.2606 0.0 0.0
25 -1.6065 1.9177 -1.5273 0.0 0.08857986967547254
24 -1.3365 0.8336 -0.7287 0.0 0.0
23 1.0418 0.4191 -0.8004 0.0 0.024947351237271702
22 0.031 0.9613 -0.0425 0.0 0.0
21 8.1853 1.0618 0.1795 0.0 0.0
20 7.7518 -0.2176 -1.9504 0.0 0.0
19 9.4597 -1.0616 -0.2975 0.0 0.0
18 8.0964 -0.3477 -0.4486 0.0 0.0
17 6.8739 -1.2673 0.3531 0.0 0.0
16 5.3809 0.3346 -1.0212 0.0 0.0
15 5.2106 0.3581 1.4756 0.0 0.0
13 4.1797 -1.6623 0.2213 0.0 0.0
12 2.4898 -2.9609 1.7323 0.0 0.0
11 4.0799 -1.3266 2.7744 0.0 0.0
10 3.2049 -1.6149 1.5974 0.0 0.0
9 2.0675 -0.4043 1.406 0.0 0.0
8 0.7613 -0.8917 1.4252 0.0 0.0
7 -0.2206 0.2444 1.2484 0.0 0.0
14 5.3849 -0.4949 0.2407 0.0 0.0
2 -5.8825 1.0094 0.3812 -0.02085326248388586 0.0
4 -3.5621 0.4166 0.2324 -0.04796233322915355 0.4315422691984292
