atom_idx x y z attribution binding
24 2.8215 1.8867 2.1341 0.15499999999999997 2.9005876692521992
14 0.4088 0.4477 -0.0644 0.09199999999999997 0.0
25 1.8988 1.4405 2.9619 0.049000000000000044 2.985285668132046
27 -0.2443 0.2607 2.5582 0.049000000000000044 0.0
26 0.9355 0.8707 2.2261 0.041000000000000036 0.0
15 1.2587 0.9596 0.8919 0.040000000000000036 0.0005005563036907403
16 2.4719 1.6136 0.8513 0.009000000000000008 0.0
21 5.6451 -1.2367 -1.7411 0.006000000000000005 0.0
12 -5.8046 -1.5257 1.2369 0.0 0.0
5 -2.1258 -1.1194 -2.9858 0.0 0.0
13 -4.7272 -1.6495 0.3531 0.0 0.0
4 -1.0903 -0.8351 -2.1492 0.0 0.0
11 -6.1467 -0.2724 1.7154 0.0 0.0
10 -5.4356 0.8465 1.3275 0.0 0.0
9 -4.3862 0.6844 0.4597 0.0 0.0
8 -4.0063 -0.5395 -0.044 0.0 0.0
7 -2.9608 -0.7262 -0.9862 0.0 0.0
6 -3.2502 -1.0546 -2.2865 0.0 0.23497434563607364
0 -2.254 -0.8614 1.9927 0.0 0.4409819434620184
3 -1.6686 -0.5893 -0.8735 -0.0010000000000000009 0.0
2 -0.8134 -0.1848 0.2385 -0.0020000000000000018 0.0014986895848615898
1 -1.1001 -0.258 1.5707 -0.01100000000000001 0.0
19 3.5635 -0.1145 -1.8562 -0.017000000000000015 0.0
20 4.3826 -1.1264 -2.2744 -0.02100000000000002 0.0
17 3.2214 1.9102 -0.3774 -0.04400000000000004 0.0002097441413883486
22 6.1206 -0.3498 -0.7858 -0.04500000000000004 0.0
23 5.293 0.646 -0.3847 -0.062000000000000055 0.0
18 4.0076 0.7739 -0.9145 -0.08899999999999997 8.705785396327107e-05
