atom_idx x y z attribution binding
23 5.9665 -1.4555 -1.893 0.0657455803843224 2.238151436453136
22 7.437 -0.9796 0.1035 0.035855284519044364 0.6826622783797167
21 5.0871 -1.8351 0.4422 0.035855284519044364 1.0536713056388263
19 5.3668 0.8054 -0.386 0.02125054605282628 0.017134885605784377
0 -0.1868 0.4601 1.9404 0.0 0.3613415415050401
12 -3.0978 0.3954 0.6237 0.0 0.0
24 0.8895 -0.7236 0.1304 0.0 0.0
18 3.4286 1.9414 -1.026 0.0 0.4170108821486126
16 3.3631 -0.2778 -1.4666 0.0 1.3207178223023146
15 2.0748 -0.1745 -2.0071 0.0 0.0
14 1.1175 0.2897 -0.9748 0.0 0.0
1 -0.3938 -0.201 0.7441 0.0 0.0
13 -0.2012 0.4028 -1.479 0.0 0.31936589151604705
11 -2.8845 0.1392 1.9309 0.0 0.37324642661286683
10 -3.8982 -0.1288 2.7473 0.0 0.0
9 -5.166 -0.1545 2.3034 0.0 0.2578313217182009
8 -6.7754 0.063 0.5572 0.0 0.0
7 -5.438 0.094 1.0066 0.0 0.0
6 -4.3842 0.3735 0.154 0.0 0.0
5 -4.3664 0.6516 -1.1539 0.0 0.10667791206837839
4 -3.0684 0.8457 -1.4937 0.0 0.0
3 -2.2868 0.6916 -0.4161 0.0 0.0
2 -0.8624 0.7999 -0.2938 0.0 0.0
25 1.9381 -0.7087 1.0505 0.0 0.40803282640815125
17 4.0042 0.8327 -0.9791 -0.010826136309114345 0.0
20 5.9889 -0.9386 -0.4366 -0.11093485810977216 0.0
